FechaObservacion,ValorObservado
2008-11-27 00:00:00,89.0
2008-11-28 00:00:00,95.0
2008-11-29 00:00:00,75.0
2008-11-30 00:00:00,75.0
2008-12-01 00:00:00,77.0
2008-12-02 00:00:00,81.0
2008-12-03 00:00:00,82.0
2008-12-04 00:00:00,83.0
2008-12-05 00:00:00,76.0
2008-12-06 00:00:00,71.0
2008-12-07 00:00:00,73.0
2008-12-08 07:00:00,78.0
2008-12-09 06:00:00,80.0
2008-12-10 00:00:00,80.0
2008-12-11 00:00:00,76.0
2008-12-12 00:00:00,88.0
2008-12-13 00:00:00,79.0
2008-12-14 06:00:00,77.0
2008-12-15 00:00:00,76.0
2008-12-16 00:00:00,83.0
2008-12-17 00:00:00,81.0
2008-12-18 00:00:00,75.0
2008-12-19 00:00:00,77.0
2008-12-20 00:00:00,81.0
2008-12-21 00:00:00,82.0
2008-12-22 00:00:00,83.0
2008-12-23 00:00:00,85.0
2008-12-24 00:00:00,73.0
2008-12-25 00:00:00,80.0
2008-12-26 00:00:00,81.0
2008-12-27 00:00:00,77.0
2008-12-28 00:00:00,80.0
2008-12-29 00:00:00,74.0
2008-12-30 00:00:00,85.0
2008-12-31 00:00:00,89.0
2009-01-01 00:00:00,87.0
2009-01-02 00:00:00,86.0
2009-01-03 00:00:00,85.0
2009-01-04 00:00:00,91.0
2009-01-05 00:00:00,90.0
2009-01-06 00:00:00,88.0
2009-01-07 00:00:00,90.0
2009-01-08 00:00:00,88.0
2009-01-09 00:00:00,87.0
2009-01-10 00:00:00,83.0
2009-01-11 00:00:00,78.0
2009-01-12 00:00:00,79.0
2009-01-13 00:00:00,73.0
2009-01-14 00:00:00,81.0
2009-01-15 00:00:00,79.0
2009-01-16 00:00:00,70.0
2009-01-17 00:00:00,85.0
2009-01-18 00:00:00,87.0
2009-01-19 00:00:00,85.0
2009-01-20 00:00:00,88.0
2009-01-21 00:00:00,89.0
2009-01-22 00:00:00,89.0
2009-01-23 00:00:00,86.0
2009-01-24 00:00:00,87.0
2009-01-25 00:00:00,83.0
2009-01-26 00:00:00,88.0
2009-01-27 00:00:00,84.0
2009-01-28 00:00:00,82.0
2009-01-29 00:00:00,79.0
2009-01-30 00:00:00,84.0
2009-01-31 00:00:00,88.0
2009-02-01 00:00:00,86.0
2009-02-02 00:00:00,82.0
