FechaObservacion;ValorObservado
16/01/2010 0:00;75.0
17/01/2010 0:00;78.0
18/01/2010 0:00;71.0
19/01/2010 0:00;83.0
20/01/2010 0:00;80.0
21/01/2010 0:00;69.0
22/01/2010 0:00;81.0
23/01/2010 0:00;88.0
24/01/2010 9:00;78.0
25/01/2010 0:00;83.0
26/01/2010 0:00;80.0
27/01/2010 1:00;84.0
28/01/2010 0:00;74.0
29/01/2010 0:00;79.0
30/01/2010 0:00;77.0
31/01/2010 0:00;82.0
1/02/2010 0:00;83.0
2/02/2010 5:00;84.0
3/02/2010 0:00;79.0
4/02/2010 0:00;84.0
5/02/2010 0:00;84.0
6/02/2010 0:00;88.0
7/02/2010 0:00;89.0
8/02/2010 3:00;83.0
9/02/2010 0:00;85.0
10/02/2010 0:00;86.0
11/02/2010 0:00;86.0
12/02/2010 0:00;82.0
13/02/2010 0:00;88.0
14/02/2010 0:00;85.0
15/02/2010 0:00;86.0
16/02/2010 10:00;78.0
17/02/2010 0:00;81.0
18/02/2010 0:00;85.0
19/02/2010 0:00;84.0
20/02/2010 0:00;77.0
21/02/2010 0:00;85.0
22/02/2010 0:00;84.0
23/02/2010 0:00;88.0
24/02/2010 0:00;87.0
25/02/2010 0:00;84.0
26/02/2010 0:00;85.0
27/02/2010 0:00;81.0
28/02/2010 0:00;84.0
1/03/2010 16:00;75.0
2/03/2010 0:00;84.0
3/03/2010 0:00;86.0
4/03/2010 0:00;85.0
5/03/2010 0:00;81.0
6/03/2010 0:00;84.0
7/03/2010 0:00;85.0
8/03/2010 0:00;84.0
9/03/2010 0:00;85.0
10/03/2010 0:00;84.0
11/03/2010 0:00;87.0
12/03/2010 0:00;86.0
13/03/2010 0:00;89.0
14/03/2010 0:00;84.0
15/03/2010 0:00;84.0
16/03/2010 0:00;81.0
17/03/2010 0:00;81.0
18/03/2010 0:00;91.0
19/03/2010 0:00;84.0
20/03/2010 0:00;86.0
21/03/2010 0:00;86.0
22/03/2010 0:00;87.0
23/03/2010 0:00;65.0
24/03/2010 0:00;82.0
25/03/2010 0:00;81.0
26/03/2010 0:00;88.0
27/03/2010 0:00;85.0
28/03/2010 0:00;86.0
29/03/2010 0:00;88.0
30/03/2010 9:00;83.0
31/03/2010 0:00;84.0
1/04/2010 0:00;85.0
2/04/2010 0:00;82.0
3/04/2010 0:00;84.0
4/04/2010 0:00;83.0
5/04/2010 0:00;85.0
6/04/2010 0:00;85.0
7/04/2010 9:00;78.0
8/04/2010 0:00;86.0
9/04/2010 0:00;86.0
10/04/2010 0:00;88.0
11/04/2010 0:00;86.0
12/04/2010 0:00;85.0
13/04/2010 0:00;87.0
